machine_id,machine_type,age_years,operational_hours,temperature_avg,temperature_std,vibration_avg,vibration_std,pressure_avg,rotation_speed_avg,humidity_avg,load_pct,oil_quality_index,days_since_last_maintenance,num_previous_failures,failure_within_14_days
M-0224,Turbine,9.35,29830.0,77.24,2.78,3.842,0.377,86.33,1547.4,80.6,65.5,91.4,33,0,0
M-0225,Compressor,5.66,11578.0,68.12,1.88,2.503,0.411,93.92,1331.3,56.8,75.1,97.3,10,1,0
M-0226,Turbine,1.64,5987.0,68.26,2.34,2.462,0.02,95.57,1332.8,39.7,75.1,97.6,36,0,0
M-0227,Pump,2.34,7399.0,67.63,2.47,2.254,0.34,100.03,1568.3,57.6,53.4,89.5,60,0,0
M-0228,Motor,3.35,12832.0,60.27,1.43,1.667,0.512,88.63,1452.3,77.9,74.8,98.4,14,0,0
M-0229,Motor,13.04,52976.0,76.89,4.61,3.642,0.587,99.77,1004.2,25.2,50.4,73.7,97,4,1
M-0230,Pump,13.49,32915.0,76.84,3.75,3.952,0.658,114.5,1114.2,36.2,54.0,83.0,80,4,0
M-0231,Pump,12.5,21804.0,78.92,3.01,4.246,0.779,74.81,1171.2,44.7,85.3,76.3,74,3,0
M-0232,Compressor,4.72,9956.0,71.1,2.66,3.569,0.371,81.03,1270.0,42.2,82.5,97.9,63,0,0
M-0233,Turbine,24.03,64460.0,86.75,4.79,4.952,1.036,84.91,1497.5,43.3,52.3,84.7,48,6,1
M-0234,Motor,2.43,9859.0,55.6,2.57,1.693,0.277,92.59,1533.6,29.7,51.8,96.4,30,0,0
M-0235,Turbine,3.25,8204.0,66.55,2.09,3.249,0.325,125.88,1710.7,67.7,53.4,90.2,50,2,0
M-0236,Conveyor,7.83,28034.0,66.61,3.81,3.081,0.665,109.18,1611.1,28.1,78.2,82.5,86,1,0
M-0237,Compressor,5.23,15476.0,67.58,2.31,2.45,0.288,111.36,1714.8,45.2,47.0,100.0,26,0,0
M-0238,Conveyor,5.44,10846.0,57.19,1.38,2.059,0.596,94.52,1613.9,62.6,71.4,100.0,8,0,0
M-0239,Pump,1.89,4466.0,72.86,2.25,3.009,0.541,91.74,1498.2,47.6,78.4,75.7,142,0,0
M-0240,Pump,4.11,13421.0,60.44,3.29,2.98,0.417,76.7,1708.4,34.3,63.4,96.7,117,1,0
M-0241,Conveyor,2.46,8166.0,56.23,2.92,2.959,0.117,109.06,1681.1,29.1,83.2,99.8,20,0,0
M-0242,Conveyor,1.31,3492.0,54.83,1.98,1.658,0.121,106.12,1574.2,44.8,59.5,98.7,23,0,0
M-0243,Pump,2.71,5728.0,59.88,3.17,2.286,0.422,115.93,1756.3,37.4,61.2,93.7,71,0,0
M-0244,Motor,5.23,18041.0,70.7,2.95,2.137,0.184,94.88,959.5,50.9,47.4,93.8,26,1,0
M-0245,Motor,7.0,13682.0,73.54,3.4,2.803,0.281,94.05,1391.5,28.4,83.3,85.7,27,2,0
M-0246,Conveyor,0.67,2700.0,55.49,1.27,2.058,0.188,101.53,1423.2,59.4,51.2,96.8,36,0,0
M-0247,Motor,4.25,8541.0,70.25,3.09,1.784,0.385,111.0,1736.9,49.6,71.3,100.0,12,1,0
M-0248,Compressor,3.98,7117.0,62.79,2.61,3.248,0.315,77.31,1822.0,50.7,63.7,90.9,37,0,0
M-0249,Compressor,5.04,14337.0,68.44,2.01,3.027,0.265,108.31,1158.6,68.2,46.0,92.0,11,2,0
M-0250,Compressor,1.66,4827.0,67.03,1.45,1.955,0.02,98.78,1800.0,41.9,54.0,96.4,20,0,0
M-0251,Motor,1.69,4861.0,61.48,2.49,2.232,0.369,82.95,1217.2,37.8,89.9,95.8,16,0,0
M-0252,Conveyor,9.51,25488.0,60.88,1.54,2.984,0.445,68.02,1217.5,40.3,68.6,100.0,4,2,0
M-0253,Compressor,2.17,9090.0,65.98,2.93,3.072,0.191,95.4,1418.2,45.3,46.8,84.5,94,0,0
M-0254,Pump,3.13,8815.0,64.35,1.55,2.306,0.38,118.6,1411.2,46.7,70.5,90.0,18,2,0
M-0255,Pump,3.39,9449.0,65.92,2.36,2.038,0.347,121.74,1138.0,36.4,62.4,89.7,17,0,0
M-0256,Conveyor,2.5,6597.0,84.51,5.47,6.231,1.356,93.55,1514.4,19.7,127.2,43.0,297,2,1
M-0257,Conveyor,5.98,10050.0,52.84,2.47,2.837,0.459,124.47,1615.7,40.1,70.1,85.4,41,1,0
M-0258,Pump,5.64,17483.0,57.69,1.67,1.358,0.331,97.74,1713.2,53.0,58.1,100.0,2,1,0
M-0259,Pump,3.85,8137.0,67.06,2.47,2.411,0.436,110.51,1372.7,49.9,90.6,100.0,26,0,0
M-0260,Motor,2.62,8440.0,62.68,3.12,1.423,0.318,92.37,1476.6,64.8,31.9,94.0,19,0,0
M-0261,Pump,3.62,5932.0,52.5,3.19,1.857,0.146,90.51,1467.6,75.4,66.7,82.8,30,1,0
M-0262,Conveyor,4.52,18744.0,66.58,3.02,3.428,0.299,87.02,1832.1,58.6,100.9,100.0,9,0,0
M-0263,Compressor,2.34,6467.0,66.45,1.88,2.473,0.132,70.1,864.6,67.4,62.9,94.6,9,0,0
M-0264,Pump,6.29,24651.0,58.87,2.71,2.04,0.274,116.15,1268.4,58.7,33.8,100.0,4,0,0
M-0265,Turbine,8.2,22839.0,78.68,3.5,3.441,0.491,87.49,1461.5,71.9,57.9,92.7,58,0,0
M-0266,Pump,10.57,17582.0,67.49,2.8,3.309,0.613,83.98,1207.2,73.9,91.2,93.2,1,2,0
M-0267,Compressor,10.16,37799.0,73.86,3.31,4.177,0.707,78.53,1387.5,61.3,71.8,80.7,70,1,0
M-0268,Pump,3.37,10952.0,62.17,0.92,1.595,0.351,95.78,1457.0,57.9,49.9,94.2,8,3,0
M-0269,Pump,4.68,16895.0,72.26,3.28,2.481,0.308,121.73,1322.0,45.1,52.7,85.5,65,1,0
M-0270,Pump,3.79,10072.0,69.71,3.59,2.464,0.35,127.05,1488.8,47.4,54.9,92.6,58,1,0
M-0271,Pump,3.78,12187.0,64.61,2.39,1.616,0.239,74.51,1613.0,43.3,71.5,92.6,50,2,0
M-0272,Pump,3.6,13738.0,66.15,1.22,2.345,0.347,92.38,1418.1,56.7,89.1,93.3,2,0,0
M-0273,Pump,4.31,13816.0,66.96,2.79,2.16,0.379,83.05,1372.5,37.9,83.9,99.5,20,0,0
M-0274,Motor,9.09,22180.0,66.7,2.69,2.911,0.222,109.21,1411.5,45.3,73.2,76.6,48,2,1
M-0275,Motor,5.34,17568.0,66.17,1.73,1.617,0.508,102.34,1479.6,15.0,41.0,97.6,1,0,0
M-0276,Compressor,1.6,5293.0,61.99,2.14,2.221,0.227,90.39,1109.3,72.1,41.1,100.0,17,0,0
M-0277,Compressor,7.98,32658.0,73.22,2.87,3.779,0.366,97.76,1564.9,44.9,74.6,93.2,23,1,0
M-0278,Motor,4.99,12490.0,68.62,2.64,2.535,0.676,89.49,1357.7,54.4,40.8,77.8,95,1,0
M-0279,Conveyor,6.03,15959.0,59.51,1.86,2.489,0.266,120.6,1755.0,68.4,60.9,98.0,12,0,0
M-0280,Conveyor,5.27,19454.0,57.11,2.21,2.874,0.282,105.97,1611.0,52.2,70.5,100.0,10,0,0
M-0281,Pump,5.44,15582.0,59.34,3.25,3.263,0.583,104.06,1697.6,68.2,44.5,66.7,154,1,0
M-0282,Pump,5.61,19580.0,63.84,1.67,2.736,0.488,60.43,1252.5,30.6,46.6,93.2,21,2,0
M-0283,Pump,0.84,2291.0,61.03,1.5,1.515,0.143,98.53,1412.3,81.6,63.3,99.9,21,0,0
M-0284,Pump,5.98,12440.0,66.86,2.8,3.009,0.409,126.23,1193.6,63.2,74.1,99.2,65,0,0
M-0285,Motor,2.42,8506.0,66.82,2.52,2.523,0.52,115.57,1311.2,50.9,84.1,87.9,55,0,0
M-0286,Compressor,2.94,5460.0,75.59,1.47,2.869,0.378,71.95,1750.8,68.0,75.9,87.9,26,0,0
M-0287,Pump,4.29,8730.0,64.03,2.88,2.121,0.305,93.51,1803.6,31.6,66.3,94.6,43,0,0
M-0288,Compressor,11.64,37166.0,76.44,1.45,3.414,0.636,78.93,1199.6,44.0,51.6,86.6,18,4,0
M-0289,Motor,1.85,6511.0,67.22,1.78,1.711,0.501,122.48,1382.6,68.2,45.7,96.1,54,0,0
M-0290,Pump,4.18,16377.0,62.71,1.71,2.189,0.287,101.87,1465.8,21.9,55.8,94.8,7,0,0
M-0291,Conveyor,3.54,7912.0,52.59,2.16,2.204,0.264,87.73,1611.7,55.8,72.4,94.8,7,0,0
M-0292,Pump,7.9,14216.0,55.32,2.94,2.38,0.411,97.54,1079.8,55.5,71.1,93.5,20,2,0
M-0293,Turbine,3.46,14140.0,65.94,2.56,2.54,0.335,62.46,1135.7,75.6,27.2,99.5,1,0,0
M-0294,Pump,5.03,9649.0,66.83,2.0,2.585,0.287,82.34,1579.9,25.8,50.9,82.2,12,2,0
M-0295,Conveyor,1.86,3774.0,56.59,2.67,2.841,0.29,98.33,1046.7,70.5,86.7,98.6,33,0,0
M-0296,Turbine,8.78,20086.0,78.19,2.98,3.452,0.309,108.21,1360.9,40.2,66.4,82.7,19,2,0
M-0297,Turbine,1.2,3523.0,67.97,0.8,2.344,0.068,71.96,1526.0,41.7,39.5,91.2,7,1,0
M-0298,Conveyor,5.92,22992.0,84.22,6.33,5.651,1.032,84.82,1480.7,30.9,107.4,64.3,281,1,1
M-0299,Conveyor,5.06,17965.0,58.55,1.69,3.183,0.376,111.32,1437.2,32.8,64.5,97.5,88,0,0
M-0300,Motor,5.58,19041.0,67.12,2.6,2.353,0.504,77.41,1394.0,53.6,71.9,92.8,14,0,0
M-0301,Conveyor,1.22,2407.0,60.94,2.68,2.231,0.405,100.69,1657.5,32.4,72.2,82.1,83,0,0
M-0302,Pump,3.41,8410.0,72.28,2.93,2.569,0.346,97.55,1524.8,58.4,58.4,84.0,116,0,0
M-0303,Motor,7.65,21360.0,60.64,2.36,2.053,0.335,120.92,1323.0,38.7,51.9,100.0,63,0,0
M-0304,Motor,12.76,24220.0,75.1,4.44,3.628,0.89,90.26,1434.9,31.0,103.2,87.6,3,4,0
M-0305,Conveyor,3.96,8858.0,63.74,1.7,3.295,0.516,94.56,1550.2,40.6,83.1,89.6,38,0,0
M-0306,Compressor,7.18,16752.0,77.94,2.66,2.748,0.421,108.78,1842.2,52.7,79.8,100.0,33,0,0
M-0307,Compressor,4.72,8697.0,71.63,2.21,2.53,0.335,78.64,1641.6,44.1,75.4,87.7,35,1,0
M-0308,Motor,4.11,12270.0,61.29,1.57,1.355,0.338,95.65,1753.0,48.5,46.9,100.0,5,0,0
M-0309,Pump,3.12,10613.0,70.75,3.22,2.945,0.39,89.72,1321.8,57.7,88.0,79.0,57,2,0
M-0310,Pump,4.3,7267.0,70.37,3.5,2.926,0.499,94.46,1344.2,63.2,49.8,78.9,96,1,1
M-0311,Compressor,6.76,18927.0,68.77,2.28,3.08,0.589,109.26,1418.7,43.7,70.1,87.2,4,1,1
M-0312,Compressor,7.14,25772.0,71.41,2.94,3.284,0.378,105.18,1439.4,33.4,35.5,93.2,14,0,0
M-0313,Pump,1.46,5155.0,62.92,1.69,0.945,0.066,89.08,1273.3,49.1,28.3,100.0,1,0,0
M-0314,Compressor,2.9,10748.0,76.79,1.81,3.163,0.368,99.65,1753.0,54.6,70.7,94.1,78,0,0
M-0315,Compressor,1.78,4812.0,81.12,3.41,4.01,0.604,115.36,1632.4,27.5,50.4,59.0,217,0,0
M-0316,Compressor,4.46,16569.0,67.27,1.88,2.715,0.109,86.87,1416.0,35.5,29.2,96.1,1,0,0
M-0317,Compressor,3.32,7137.0,73.95,2.61,3.128,0.576,97.97,1595.5,37.9,74.7,71.9,103,2,0
M-0318,Motor,5.45,13490.0,73.27,3.4,2.853,0.65,92.92,1499.8,45.1,103.2,95.3,27,1,0
M-0319,Compressor,5.71,11292.0,77.06,3.62,4.083,0.597,93.84,1598.9,37.3,90.0,90.0,130,1,0
M-0320,Turbine,0.44,1216.0,77.5,2.15,4.254,0.489,72.9,1156.2,57.9,60.4,63.1,169,0,0
M-0321,Turbine,4.28,10948.0,69.91,1.76,3.054,0.336,116.43,1430.6,25.5,65.2,77.7,73,4,0
M-0322,Compressor,9.21,19809.0,78.8,3.2,3.453,0.471,85.3,1443.8,25.9,81.0,91.9,6,3,0
M-0323,Compressor,2.91,10255.0,66.04,2.05,2.68,0.32,111.6,1606.1,43.3,85.2,91.4,36,0,0
M-0324,Motor,2.84,6664.0,59.85,2.03,1.626,0.093,90.36,1351.2,45.5,58.8,100.0,9,0,0
M-0325,Conveyor,8.2,18334.0,73.09,4.79,4.844,1.042,83.72,865.3,27.6,65.6,54.5,213,0,1
M-0326,Motor,7.36,13632.0,75.1,1.85,2.67,0.443,114.02,1228.7,39.5,70.4,91.5,29,0,0
M-0327,Conveyor,1.94,5202.0,53.76,1.12,1.941,0.283,112.66,1472.5,42.4,75.0,95.7,11,0,0
M-0328,Motor,6.88,15957.0,63.6,3.5,2.435,0.453,100.28,1484.3,42.5,62.6,90.9,16,2,0
M-0329,Motor,2.32,5782.0,65.05,2.84,2.709,0.477,107.65,1836.6,50.1,62.8,95.6,152,0,0
M-0330,Compressor,2.82,6018.0,76.27,2.15,2.372,0.3,93.55,1601.1,38.7,89.8,95.7,5,0,0
M-0331,Conveyor,1.94,6894.0,48.47,1.99,2.906,0.408,97.08,1486.4,68.7,86.8,93.7,59,0,0
M-0332,Pump,1.45,5832.0,60.08,2.16,2.62,0.331,88.16,1463.9,54.8,73.6,89.0,100,1,0
M-0333,Motor,4.65,13219.0,79.57,2.1,2.425,0.494,109.15,1703.5,36.7,95.9,97.7,23,2,0
M-0334,Conveyor,1.26,4067.0,58.39,2.58,1.822,0.28,88.83,1353.7,49.3,58.0,91.4,49,1,0
M-0335,Pump,4.78,18368.0,63.14,2.48,3.12,0.446,116.95,1425.9,49.7,94.2,92.9,37,3,0
M-0336,Motor,4.68,19625.0,65.16,3.02,1.661,0.197,93.28,1234.5,65.0,74.8,94.7,28,2,0
M-0337,Pump,3.83,12084.0,72.49,3.33,3.46,0.668,94.75,1749.9,39.6,123.9,89.3,23,2,0
M-0338,Conveyor,3.01,11757.0,58.46,1.29,2.036,0.192,109.5,1573.7,58.7,43.5,95.7,3,1,0
M-0339,Pump,2.57,10160.0,67.44,1.66,1.962,0.023,99.21,1331.8,48.6,52.6,96.6,15,0,0
M-0340,Turbine,1.73,6288.0,69.1,0.27,2.383,0.243,94.9,1464.4,68.9,72.5,97.2,9,0,0
M-0341,Pump,10.62,29157.0,65.25,2.85,2.609,0.575,95.79,1569.5,66.1,72.2,95.8,27,2,0
M-0342,Turbine,3.7,6367.0,80.86,3.13,4.079,0.815,107.89,1392.8,50.8,100.1,86.2,63,0,0
M-0343,Conveyor,3.61,5573.0,52.56,2.45,2.39,0.183,89.5,1368.7,44.3,53.0,99.8,12,0,0
M-0344,Motor,2.02,5622.0,60.05,1.07,2.54,0.235,96.35,1334.9,55.1,81.3,92.9,15,0,0
M-0345,Conveyor,9.92,28106.0,58.55,4.05,3.124,0.483,95.2,1519.0,45.5,85.9,83.8,18,2,0
M-0346,Conveyor,2.7,7023.0,52.27,2.88,2.645,0.358,109.73,1394.5,71.5,77.7,97.9,70,0,0
M-0347,Turbine,5.11,15491.0,71.19,3.58,3.296,0.476,95.05,1360.2,49.1,47.7,82.8,90,1,0
M-0348,Pump,5.8,17351.0,61.97,2.79,3.014,0.371,121.8,1166.5,42.3,90.3,91.7,7,1,0
M-0349,Motor,4.65,17477.0,71.69,3.67,2.482,0.498,93.65,1470.3,41.6,87.1,95.7,105,1,0
M-0350,Pump,1.23,2203.0,58.4,1.46,1.999,0.127,94.42,1434.8,31.0,75.8,88.6,69,0,0
M-0351,Motor,6.69,14104.0,52.26,2.72,1.772,0.405,95.48,1405.4,55.8,68.7,97.2,4,2,0
M-0352,Pump,2.68,9756.0,57.64,1.69,1.978,0.198,79.82,1524.0,36.5,69.1,94.1,50,0,0
M-0353,Motor,7.31,27688.0,65.78,1.69,2.457,0.412,82.34,1629.1,63.4,63.6,90.0,40,2,0
M-0354,Motor,4.09,17104.0,63.4,1.76,2.238,0.206,90.09,1626.4,29.9,76.5,91.6,33,1,0
M-0355,Compressor,6.04,23305.0,75.15,2.33,2.781,0.263,113.69,1596.8,49.8,65.6,91.3,4,1,0
M-0356,Motor,9.5,37068.0,67.09,2.44,2.235,0.455,95.7,1403.9,64.1,49.7,90.8,47,1,0
M-0357,Conveyor,6.53,15329.0,62.92,2.73,2.894,0.368,90.53,1345.0,17.9,46.1,93.4,35,2,0
M-0358,Conveyor,6.14,15874.0,57.33,1.15,2.371,0.345,115.2,1248.2,76.3,51.5,100.0,14,3,0
M-0359,Compressor,6.89,15329.0,70.0,1.2,3.291,0.505,119.11,1340.2,42.0,69.0,94.9,27,1,0
M-0360,Motor,2.25,7056.0,62.19,3.21,1.837,0.411,115.2,1477.6,50.0,64.5,83.3,66,0,0
M-0361,Turbine,7.51,30309.0,72.3,3.07,2.816,0.47,85.32,1296.2,56.0,68.9,88.6,2,3,0
M-0362,Pump,3.49,8495.0,58.39,1.48,1.937,0.407,91.45,1502.9,58.2,74.0,100.0,25,2,0
M-0363,Pump,3.58,10758.0,64.76,2.46,2.719,0.414,122.82,1258.6,51.8,53.7,92.0,83,1,0
M-0364,Pump,4.55,10457.0,65.85,3.45,2.773,0.452,99.81,1094.5,62.0,91.4,90.1,25,0,0
M-0365,Motor,3.26,6375.0,62.25,2.71,2.063,0.457,93.7,1651.5,55.3,60.2,92.0,88,2,0
M-0366,Compressor,1.88,3802.0,69.32,1.91,1.98,0.293,109.2,1386.0,72.7,57.2,95.8,8,0,0
M-0367,Conveyor,4.3,7128.0,62.94,3.42,3.471,0.501,110.74,1278.1,55.3,73.7,80.3,66,0,0
M-0368,Motor,3.59,14603.0,68.88,2.65,2.489,0.379,87.76,1211.6,75.5,31.9,69.6,125,1,0
M-0369,Compressor,3.5,9055.0,66.76,1.95,2.144,0.131,101.92,1580.1,60.6,50.8,99.0,7,0,0
M-0370,Conveyor,3.99,14976.0,62.45,2.96,3.339,0.465,109.05,1758.4,22.7,82.7,83.0,79,1,0
M-0371,Conveyor,0.5,1669.0,50.58,1.62,1.341,0.252,83.01,1402.9,84.6,33.7,91.5,14,0,0
M-0372,Pump,3.52,7101.0,63.14,2.06,2.534,0.311,98.04,1428.6,40.0,85.1,99.4,6,0,0
M-0373,Compressor,10.26,20257.0,74.2,3.41,4.077,0.711,79.42,1679.8,68.9,92.2,90.1,5,2,0
M-0374,Compressor,9.75,35994.0,67.84,2.7,3.424,0.545,83.1,1066.4,48.4,58.3,100.0,23,0,0
M-0375,Pump,4.41,9770.0,55.89,1.6,2.25,0.416,90.16,1910.7,62.9,70.3,86.4,1,2,0
M-0376,Pump,4.31,17074.0,62.24,2.89,2.222,0.463,104.25,2010.4,38.4,85.1,100.0,13,0,0
M-0377,Turbine,0.35,659.0,69.9,1.27,2.264,0.092,94.53,893.8,56.8,56.6,89.0,23,0,0
M-0378,Compressor,2.8,9332.0,65.4,2.08,2.612,0.337,89.04,1457.3,44.5,80.6,100.0,26,0,0
M-0379,Compressor,6.85,25330.0,80.31,2.31,2.659,0.302,98.09,1312.3,70.1,52.9,89.4,10,0,0
M-0380,Conveyor,3.2,6823.0,59.89,2.31,2.379,0.093,82.36,1423.9,54.1,56.4,91.2,17,0,0
M-0381,Motor,8.41,18892.0,71.4,1.21,2.386,0.332,103.39,1378.6,61.1,50.6,98.7,9,1,0
M-0382,Turbine,8.08,33180.0,75.28,3.0,3.676,0.491,113.26,1649.5,17.7,71.2,100.0,13,1,1
M-0383,Conveyor,2.76,6111.0,66.73,2.09,2.775,0.412,96.23,1445.3,46.8,85.8,98.9,54,0,0
M-0384,Compressor,4.65,12374.0,64.98,2.93,2.923,0.488,95.3,1278.6,53.7,61.7,96.1,24,1,0
M-0385,Compressor,10.78,28771.0,64.63,2.83,3.538,0.55,100.91,1413.5,51.1,42.1,92.7,61,0,0
M-0386,Turbine,1.2,2623.0,65.78,1.82,2.43,0.438,70.67,1602.7,61.5,45.5,91.4,12,1,0
M-0387,Motor,3.25,11683.0,64.83,3.14,1.765,0.248,106.21,1224.9,42.9,72.1,95.6,1,1,0
M-0388,Turbine,1.09,3889.0,74.3,2.52,3.349,0.419,140.26,1102.2,48.7,98.2,89.9,35,0,0
M-0389,Pump,2.12,5337.0,63.66,3.0,2.19,0.174,96.26,1915.7,64.5,72.1,90.0,57,0,0
M-0390,Conveyor,12.81,48094.0,67.87,2.97,2.822,0.596,94.48,1315.4,16.1,58.0,98.0,4,1,0
M-0391,Motor,3.25,6743.0,68.98,2.9,2.065,0.357,107.34,1435.2,56.3,78.8,82.5,51,0,0
M-0392,Pump,0.66,991.0,60.93,1.64,1.597,0.062,122.77,1409.5,43.3,60.7,100.0,6,0,0
M-0393,Motor,1.86,5656.0,58.72,2.48,1.872,0.355,112.38,1606.3,35.2,58.2,89.5,16,0,0
M-0394,Motor,0.97,4069.0,57.78,1.52,1.264,0.331,68.67,1877.1,52.7,47.7,92.6,37,0,0
M-0395,Pump,4.78,7665.0,71.52,2.01,2.674,0.506,104.96,1594.6,65.2,90.4,97.2,5,0,0
M-0396,Compressor,5.74,11840.0,70.65,2.11,2.795,0.327,133.37,1136.3,62.5,19.3,92.3,44,4,0
M-0397,Conveyor,7.58,21984.0,60.65,3.08,3.226,0.5,104.66,1149.9,46.1,79.4,84.0,34,3,1
M-0398,Compressor,6.6,24351.0,67.99,2.39,3.412,0.366,81.12,1381.7,60.3,56.7,97.1,48,0,0
M-0399,Compressor,1.26,2189.0,62.07,2.15,2.385,0.239,103.34,1434.2,60.2,57.6,96.0,4,0,0
M-0400,Compressor,5.55,14239.0,70.49,3.69,3.641,0.631,78.32,1078.9,46.8,95.5,94.2,13,2,0
